,Type,Modèle,Marque,Kilométrage,État,Première main,Origine,Année-Modèle,Nombre de portes,Secteur,Name,Price,Power,Gear,Fuel
433,"Voitures d'occasion, à vendre",Focus,Ford,0 - 4 999,Très bon,Non,WW au Maroc,2012,5,,ford focus ,96 000 DH,6 CV,Manuelle,Diesel
434,"Voitures d'occasion, à vendre",classe_gle_coupe,Mercedes-Benz,110 000 - 119 999,Très bon,,WW au Maroc,2018,5,Bourgogne,Mercedes GLE 350 2018,Prix non spécifié,12 CV,Automatique,Diesel
435,"Voitures d'occasion, à vendre",508,Peugeot,90 000 - 94 999,Excellent,,,2018,,Centre Ville,Peugeot 508 HDi cuir automatique ,164 000 DH,8 CV,Automatique,Diesel
436,"Voitures d'occasion, à vendre",Logan,Dacia,250 000 - 299 999,,,,2014,,,Dacia Logan ,47 000 DH,,,Diesel
437,"Voitures d'occasion, à vendre",Accent,Hyundai,130 000 - 139 999,Excellent,Oui,WW au Maroc,2012,5,Massira 1,Hyundai accent diesel 1ère main ,88 000 DH,6 CV,Manuelle,Diesel
438,"Voitures d'occasion, à vendre",Logan,Dacia,25 000 - 29 999,Très bon,,WW au Maroc,2014,5,,DACIA LOGAN,65 000 DH,6 CV,Manuelle,Diesel
439,"Voitures d'occasion, à vendre",Duster,Dacia,170 000 - 179 999,Très bon,Oui,WW au Maroc,2017,5,,DUSTER عامرة,125 000 DH,6 CV,Manuelle,Diesel
440,"Voitures d'occasion, à vendre",Clio,Renault,100 000 - 109 999,,,,2017,,,Renault Clio 4,112 000 DH,6 CV,,Diesel
441,"Voitures d'occasion, à vendre",Qashqai,Nissan,60 000 - 64 999,6,,,2021,,Toute la ville,Nissan QashQai 2021,Prix non spécifié,,,Diesel
442,"Voitures d'occasion, à vendre",Doblo,Fiat,150 000 - 159 999,Bon,Non,Importée neuve,2015,5,,fiat doblo Maxi ,75 000 DH,6 CV,Manuelle,Diesel
443,"Voitures d'occasion, à vendre",L200,Mitsubishi,300 000 - 349 999,Très bon,Non,WW au Maroc,2007,5,Autre secteur,Mitsubishi,115 000 DH,10 CV,Manuelle,Diesel
444,"Voitures d'occasion, à vendre",classe_e_coupe,Mercedes-Benz,75 000 - 79 999,Excellent,Non,Importée neuve,2018,3,2 Mars,Mercedes-benz classe E coupe pack AMG,Prix non spécifié,8 CV,Automatique,Diesel
445,"Voitures d'occasion, à vendre",Kadjar,Renault,130 000 - 139 999,6,Oui,WW au Maroc,2017,5,,Renault kadjar intense ,Prix non spécifié,6 CV,Manuelle,Diesel
446,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,85 000 - 89 999,Excellent,,Importée neuve,2018,5,Malabata,Range rover sport autobiography,800 000 DH,12 CV,Automatique,Diesel
447,"Voitures d'occasion, à vendre",Q8,Audi,50 000 - 54 999,Excellent,Non,WW au Maroc,2020,5,2 Mars,Audi Q8 S Line ,Prix non spécifié,12 CV,Automatique,Diesel
448,"Voitures d'occasion, à vendre",Dokker,Dacia,160 000 - 169 999,Très bon,Oui,WW au Maroc,2014,,Abattoirs,Dokker,97 999 DH,6 CV,Manuelle,Diesel
449,"Voitures d'occasion, à vendre",208,Peugeot,40 000 - 44 999,,,WW au Maroc,2021,,,peugeot 208,160 000 DH,,Manuelle,Diesel
450,"Voitures d'occasion, à vendre",EXPRESS,Renault,200 000 - 249 999,,,,1989,3,,rono express ,Prix non spécifié,,,Diesel
451,"Voitures d'occasion, à vendre",GOLF 6,Volkswagen,180 000 - 189 999,Très bon,Non,Dédouanée,2009,5,,Golf 6 2009 2014,122 000 DH,8 CV,Manuelle,Diesel
452,"Voitures d'occasion, à vendre",Touran,Volkswagen,120 000 - 129 999,Excellent,Non,Dédouanée,2017,5,,touran 2017,230 000 DH,8 CV,Automatique,Diesel
453,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,190 000 - 199 999,6,Oui,Dédouanée,2012,5,,Mercedes classe c 220 dédouaner 2020,189 000 DH,9 CV,Automatique,Diesel
454,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,130 000 - 139 999,Très bon,Non,WW au Maroc,2016,5,,range rover evoque ,230 000 DH,8 CV,Automatique,Diesel
455,"Voitures d'occasion, à vendre",Megane 3,Renault,250 000 - 299 999,Très bon,,,2010,,Toute la ville,RENAULT MEGANE ,84 000 DH,6 CV,Manuelle,Diesel
456,"Voitures d'occasion, à vendre",500,Fiat,150 000 - 159 999,Très bon,,WW au Maroc,2008,3,Route d'Azemmour,Fiat 500,74 000 DH,7 CV,Manuelle,Essence
457,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,190 000 - 199 999,Très bon,Non,Dédouanée,2017,5,,Tiguan dsl dewana 2021,263 000 DH,8 CV,Manuelle,Diesel
458,"Voitures d'occasion, à vendre",range_rover_vogue,Land Rover,95 000 - 99 999,Excellent,,WW au Maroc,2018,5,Anfa,Range Rover vogue ,Prix non spécifié,8 CV,Automatique,Diesel
459,"Voitures d'occasion, à vendre",Clio,Renault,120 000 - 129 999,Très bon,,WW au Maroc,2014,5,Azli,Renault Latitude diesel automatique ttp ,110 000 DH,8 CV,Automatique,Diesel
460,"Voitures d'occasion, à vendre",Classe A,Mercedes-Benz,90 000 - 94 999,Très bon,Non,WW au Maroc,2019,5,2 Mars,Mercedes Benz classe A,Prix non spécifié,8 CV,Automatique,Diesel
461,"Voitures d'occasion, à vendre",Q5,Audi,90 000 - 94 999,Excellent,,Dédouanée,2019,5,Route de Sefrou,Audi Q5 S-Line ,Prix non spécifié,8 CV,Automatique,Diesel
462,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,60 000 - 64 999,Excellent,Oui,Importée neuve,2019,5,2 Mars,Range Rover Sport Autobiographie,840 000 DH,12 CV,Automatique,Diesel
463,"Voitures d'occasion, à vendre",Crossland X,Opel,65 000 - 69 999,Très bon,Oui,WW au Maroc,2018,5,Californie,Opel crossland X Diesel 2018,170 000 DH,6 CV,Manuelle,Diesel
464,"Voitures d'occasion, à vendre",Partner,Peugeot,300 000 - 349 999,,,,2007,,,partner,63 000 DH,,,Diesel
465,"Voitures d'occasion, à vendre",Grand Cherokee,Jeep,65 000 - 69 999,Très bon,Oui,WW au Maroc,2021,5,2 Mars,Jeep Grand Cherokee,Prix non spécifié,12 CV,Automatique,Diesel
466,"Voitures d'occasion, à vendre",Velar,Land Rover,90 000 - 94 999,Excellent,Oui,WW au Maroc,2019,5,2 Mars,Range Rover velar R dynamique,Prix non spécifié,8 CV,Automatique,Diesel
467,"Voitures d'occasion, à vendre",Serie 1,BMW,190 000 - 199 999,Excellent,Non,Importée neuve,2008,5,,BMW serie 1 116i isence FULL OPION ,74 000 DH,9 CV,Manuelle,Essence
468,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,120 000 - 129 999,Excellent,Oui,WW au Maroc,2017,5,2 Mars,Range Rover Sport Dynamique Plus,Prix non spécifié,12 CV,Automatique,Diesel
469,"Voitures d'occasion, à vendre",C-ELYSEE,Citroen,5 000 - 9 999,6,Oui,WW au Maroc,2023,5,Californie,Citroen celysee Diesel 2023,145 000 DH,6 CV,Manuelle,Diesel
470,"Voitures d'occasion, à vendre",306,Peugeot,250 000 - 299 999,,,,1999,5,,Peugeot 306,33 000 DH,8 CV,Manuelle,Diesel
471,"Voitures d'occasion, à vendre",S3,Audi,65 000 - 69 999,Excellent,Oui,Importée neuve,2019,5,2 Mars,Audi S3 Essence,Prix non spécifié,8 CV,Automatique,Essence
472,"Voitures d'occasion, à vendre",Koleos,Renault,180 000 - 189 999,Très bon,Non,WW au Maroc,2013,5,,Renault Koleos ,100 000 DH,8 CV,Manuelle,Diesel
473,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,100 000 - 109 999,Excellent,Non,Importée neuve,2019,5,,c 220 gris mate,480 000 DH,8 CV,Automatique,Diesel
474,"Voitures d'occasion, à vendre",Wrangler,Jeep,75 000 - 79 999,Excellent,Oui,WW au Maroc,2018,5,2 Mars,Jeep wrangler Sahara ,Prix non spécifié,11 CV,Automatique,Diesel
475,"Voitures d'occasion, à vendre",CLASSE C COUPE,Mercedes-Benz,60 000 - 64 999,Excellent,Non,Importée neuve,2020,3,2 Mars,Mercedes Classe C Coupe designo facelift Pack AMG,520 000 DH,8 CV,Automatique,Diesel
476,"Voitures d'occasion, à vendre",Clio,Renault,95 000 - 99 999,Très bon,Non,WW au Maroc,2017,5,2 Mars,RENAULT CLIO RS ,Prix non spécifié,9 CV,Automatique,Essence
477,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,60 000 - 64 999,Excellent,Oui,WW au Maroc,2018,5,2 Mars,Range Rover sport dynamic plus ,Prix non spécifié,12 CV,Automatique,Diesel
478,"Voitures d'occasion, à vendre",Serie 4 coupé,BMW,20 000 - 24 999,Excellent,Non,Importée neuve,2022,3,2 Mars,BMW série 420 coupé pack M,Prix non spécifié,8 CV,Automatique,Diesel
479,"Voitures d'occasion, à vendre",Touareg,Volkswagen,45 000 - 49 999,Excellent,Oui,WW au Maroc,2021,5,2 Mars,Volkswagen Touareg ,Prix non spécifié,12 CV,Automatique,Diesel
480,"Voitures d'occasion, à vendre",Classe CLA,Mercedes-Benz,100 000 - 109 999,Excellent,Non,WW au Maroc,2016,5,2 Mars,Mercedes-benz CLA 220d,Prix non spécifié,8 CV,Automatique,Diesel
481,"Voitures d'occasion, à vendre",Fusion,Ford,120 000 - 129 999,Très bon,Non,WW au Maroc,2015,5,,Ford full option ,150 000 DH,8 CV,Automatique,Diesel
482,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,90 000 - 94 999,Très bon,Oui,Importée neuve,2019,5,Maarif,Range Rover sport dynamique plus ,Prix non spécifié,12 CV,Automatique,Diesel
483,"Voitures d'occasion, à vendre",X1,BMW,110 000 - 119 999,Très bon,Oui,WW au Maroc,2017,5,Aïn Sebaâ,BMW x1 Diesel 2017,260 000 DH,8 CV,Automatique,Diesel
484,"Voitures d'occasion, à vendre",Classe S,Mercedes-Benz,130 000 - 139 999,Bon,Non,WW au Maroc,2013,5,,Mercedes-Benz Classe S 350 cdi ,Prix non spécifié,12 CV,Automatique,Diesel
485,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,95 000 - 99 999,,Oui,WW au Maroc,2018,5,,Land Rover Range Rover sport ,Prix non spécifié,12 CV,Automatique,Diesel
486,"Voitures d'occasion, à vendre",A1,Audi,70 000 - 74 999,Très bon,Oui,WW au Maroc,2017,5,,Audi A1 s-Line,Prix non spécifié,8 CV,Automatique,Essence
487,"Voitures d'occasion, à vendre",Leon,Seat,110 000 - 119 999,Bon,Oui,WW au Maroc,2018,5,,Seat Léon ,149 000 DH,6 CV,Manuelle,Diesel
488,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,200 000 - 249 999,Excellent,,,2014,,,Mercedes c 220,240 000 DH,8 CV,Manuelle,Diesel
489,"Voitures d'occasion, à vendre",DS 3,Citroen,65 000 - 69 999,,Oui,WW au Maroc,2018,3,Bourgogne,DS3 1.6 HDI SO CHIC,Prix non spécifié,6 CV,Manuelle,Diesel
490,"Voitures d'occasion, à vendre",Q5,Audi,130 000 - 139 999,Excellent,Oui,Dédouanée,2017,5,Hay Riad,AUDI Q5 S-line dédouaner 2021,Prix non spécifié,8 CV,Automatique,Diesel
491,"Voitures d'occasion, à vendre",Prius,Toyota,50 000 - 54 999,,Oui,Dédouanée,2020,5,Bourgogne,Toyota Prius hybride ,Prix non spécifié,9 CV,Automatique,Hybride
492,"Voitures d'occasion, à vendre",Classe CLA,Mercedes-Benz,140 000 - 149 999,Excellent,Oui,Dédouanée,2013,5,Autre secteur,Mercedes-Benz CLA 220 dédouaner 2022,Prix non spécifié,9 CV,Automatique,Diesel
493,"Voitures d'occasion, à vendre",Passat,Volkswagen,30 000 - 34 999,Très bon,Oui,WW au Maroc,2022,5,,Volkswagen Passat Confort ,Prix non spécifié,8 CV,Automatique,Diesel
494,"Voitures d'occasion, à vendre",SEICENTO,Fiat,150 000 - 159 999,Très bon,Oui,Dédouanée,1999,5,Autre secteur,Fiat seicento Essence 1999 dédouaner ,38 000 DH,6 CV,Manuelle,Essence
495,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,120 000 - 129 999,,Oui,WW au Maroc,2018,5,,Range Rover sport dynamique ,Prix non spécifié,12 CV,Automatique,Diesel
496,"Voitures d'occasion, à vendre",Pathfinder,Nissan,150 000 - 159 999,Très bon,Oui,WW au Maroc,2005,5,,Nissan Pathfinder ,Prix non spécifié,8 CV,Manuelle,Diesel
497,"Voitures d'occasion, à vendre",Q8,Audi,10 000 - 14 999,Excellent,Oui,WW au Maroc,2022,5,,Audi Q8 Prestige 50 Tdi,Prix non spécifié,12 CV,Automatique,Diesel
498,"Voitures d'occasion, à vendre",GOLF 7,Volkswagen,170 000 - 179 999,6,Non,WW au Maroc,2014,5,,Volkswagen Golf 7,Prix non spécifié,8 CV,Manuelle,Diesel
499,"Voitures d'occasion, à vendre",500,Fiat,45 000 - 49 999,,Oui,WW au Maroc,2019,5,Bourgogne,Fiat 500 collezion bva 2019,Prix non spécifié,6 CV,Automatique,Essence
500,"Voitures d'occasion, à vendre",Leon,Seat,5 000 - 9 999,,Oui,WW au Maroc,2022,5,Bourgogne,Seat Léon FR 2.0 Tdi bva,Prix non spécifié,8 CV,Automatique,Diesel
501,"Voitures d'occasion, à vendre",GOLF 7,Volkswagen,75 000 - 79 999,,Oui,WW au Maroc,2019,5,Bourgogne,Golf 7 Tdi boîte automatique ,Prix non spécifié,8 CV,Automatique,Diesel
502,"Voitures d'occasion, à vendre",Q3,Audi,10 000 - 14 999,Très bon,Oui,WW au Maroc,2022,5,,AUDI Q3 S-LINE,Prix non spécifié,8 CV,Automatique,Diesel
503,"Voitures d'occasion, à vendre",Q8,Audi,0 - 4 999,6,Oui,Importée neuve,2022,5,Bourgogne,Audi Q8 sline 50 Tdi,Prix non spécifié,12 CV,Automatique,Diesel
504,"Voitures d'occasion, à vendre",L200,Mitsubishi,110 000 - 119 999,,Oui,WW au Maroc,2017,5,Sbata,Mitsubishi L200Diesel,Prix non spécifié,9 CV,Manuelle,Diesel
505,"Voitures d'occasion, à vendre",Touareg,Volkswagen,140 000 - 149 999,Excellent,,WW au Maroc,2013,,Aïn Chock,Touareg possible reprise pulman,145 000 DH,12 CV,Automatique,Diesel
506,"Voitures d'occasion, à vendre",190,Mercedes-Benz,400 000 - 449 999,Très bon,Oui,Dédouanée,1992,5,,Mercedeces 190 ,65 000 DH,10 CV,Manuelle,Diesel
507,"Voitures d'occasion, à vendre",Quattroporte,Maserati,85 000 - 89 999,Excellent,Non,WW au Maroc,2015,5,Californie,Maserati Quattroporte,259 000 DH,17 CV,Automatique,Essence
508,"Voitures d'occasion, à vendre",Megane,Renault,350 000 - 399 999,6,,,2005,5,,Renault Megane,63 000 DH,6 CV,Manuelle,Diesel
509,"Voitures d'occasion, à vendre",Kadjar,Renault,130 000 - 139 999,Excellent,Oui,WW au Maroc,2019,5,Souani,RENAULT KADJAR 1.5 DCI AUTOMATIQUE 1eMAIN TTOPTION,197 000 DH,6 CV,Automatique,Diesel
510,"Voitures d'occasion, à vendre",JIMNY,Suzuki,140 000 - 149 999,,,,2007,,,Suzuki jimny ,79 000 DH,,,Essence
511,"Voitures d'occasion, à vendre",FIORINO,Fiat,150 000 - 159 999,Très bon,Non,WW au Maroc,2018,5,Aïn Chock,Voitures d'occasion à Casablanca,93 000 DH,5 CV,Manuelle,Diesel
512,"Voitures d'occasion, à vendre",205,Peugeot,190 000 - 199 999,Très bon,Non,Dédouanée,1993,3,,peugout 205,21 000 DH,7 CV,Manuelle,Diesel
513,"Voitures d'occasion, à vendre",Avantime,Renault,15 000 - 19 999,Très bon,,WW au Maroc,1981,5,Agdal,Renault,148 000 DH,6 CV,Manuelle,Essence
514,"Voitures d'occasion, à vendre",Serie 1,BMW,30 000 - 34 999,Excellent,Oui,Importée neuve,2019,5,Malabata,BMW SERIE 135 M,500 000 DH,11 CV,Automatique,Essence
515,"Voitures d'occasion, à vendre",Land Cruiser,Toyota,200 000 - 249 999,Correct,,WW au Maroc,2003,5,Palmeraie,Prado Vx ,86 000 DH,12 CV,Manuelle,Diesel
516,"Voitures d'occasion, à vendre",Clio,Renault,80 000 - 84 999,Excellent,Oui,WW au Maroc,2021,5,,Renault Clio 5 ,153 000 DH,6 CV,Manuelle,Diesel
517,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,120 000 - 129 999,Excellent,Non,Importée neuve,2016,5,,range rover sport autobiographie,Prix non spécifié,12 CV,Automatique,Diesel
518,"Voitures d'occasion, à vendre",307,Peugeot,120 000 - 129 999,Très bon,,WW au Maroc,2005,5,Andalous,Peugeot 307 première man ,58 000 DH,8 CV,Manuelle,Essence
519,"Voitures d'occasion, à vendre",cayenne_coupe,Porsche,0 - 4 999,6,Non,Importée neuve,2023,5,Aïn Chock,Porsche Cayenne Coupe Hybrid,Prix non spécifié,17 CV,Automatique,Essence
520,"Voitures d'occasion, à vendre",Aygo,Toyota,100 000 - 109 999,Excellent,,WW au Maroc,2012,,Andalous,Toyota aygo 2012,65 000 DH,6 CV,Manuelle,Essence
521,"Voitures d'occasion, à vendre",CC,Volkswagen,200 000 - 249 999,Excellent,Oui,WW au Maroc,2011,5,Toute la ville,Volkswagen passat cc 2011,148 000 DH,8 CV,Automatique,Diesel
522,"Voitures d'occasion, à vendre",Tucson,Hyundai,170 000 - 179 999,,,,2006,,Abattoirs, Hyundai Tucson,Prix non spécifié,8 CV,Manuelle,Diesel
523,"Voitures d'occasion, à vendre",Accent,Hyundai,20 000 - 24 999,Très bon,Oui,WW au Maroc,2017,5,Aïn Sebaâ,Hyundai Accent,74 000 DH,6 CV,Manuelle,Essence
524,"Voitures d'occasion, à vendre",Qashqai,Nissan,85 000 - 89 999,Excellent,Oui,WW au Maroc,2019,5,Narjis,Nissan Qashqai 1.6 Dci Tekna Plus Toit Panoramique,239 000 DH,6 CV,Automatique,Diesel
525,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,100 000 - 109 999,Très bon,,WW au Maroc,2018,5,Hay Dakhla,Range rover,Prix non spécifié,8 CV,Automatique,Diesel
526,"Voitures d'occasion, à vendre",Q8,Audi,0 - 4 999,Excellent,,Importée neuve,2023,5,Aïn Chock,Audi Q8 s line ,Prix non spécifié,12 CV,Automatique,Diesel
527,"Voitures d'occasion, à vendre",Palio,Fiat,200 000 - 249 999,Bon,Non,WW au Maroc,1980 ou plus ancien,5,Centre Ville,Plio briziliane ,25 000 DH,6 CV,Manuelle,Essence
528,"Voitures d'occasion, à vendre",Clio,Renault,45 000 - 49 999,Excellent,Oui,WW au Maroc,2017,5,Aïn Chock,CLIO COMME NEUVE 2017,Prix non spécifié,6 CV,Manuelle,Diesel
529,"Voitures d'occasion, à vendre",Classe GLC,Mercedes-Benz,0 - 4 999,6,,Importée neuve,2023,5,Aïn Chock,Mercedes classe Glc 220 d,Prix non spécifié,9 CV,Automatique,Diesel
530,"Voitures d'occasion, à vendre",Tucson,Hyundai,120 000 - 129 999,6,Non,WW au Maroc,2017,5,,hyundai tucson 1.6 crdi,190 000 DH,7 CV,Manuelle,Diesel
531,"Voitures d'occasion, à vendre",cayenne_coupe,Porsche,25 000 - 29 999,Excellent,Oui,Importée neuve,2020,5,Malabata,Porsche cayenne coupé,1 270 000 DH,11 CV,Automatique,Hybride
532,"Voitures d'occasion, à vendre",A4,Audi,150 000 - 159 999,Excellent,Oui,WW au Maroc,2017,5,,Audi A4 ,Prix non spécifié,8 CV,Automatique,Diesel
533,"Voitures d'occasion, à vendre",Clio,Renault,190 000 - 199 999,Très bon,Non,WW au Maroc,2015,5,,Renault Clio 4 model 2015,87 000 DH,6 CV,Manuelle,Diesel
534,"Voitures d'occasion, à vendre",Focus,Ford,160 000 - 169 999,Très bon,Non,WW au Maroc,2013,5,Autre secteur,Forde fucus titanum ,112 000 DH,6 CV,Manuelle,Diesel
535,"Voitures d'occasion, à vendre",220,Mercedes-Benz,200 000 - 249 999,Excellent,Non,Dédouanée,2009,5,Autre secteur, Mercedes C 220 diesel Pack Amg,Prix non spécifié,8 CV,Automatique,Diesel
536,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,80 000 - 84 999,Excellent,Oui,Importée neuve,2019,5,Aïn Sebaâ,Range rover sport 2019 emporter neuf,Prix non spécifié,12 CV,Automatique,Diesel
537,"Voitures d'occasion, à vendre",S6,Audi,10 000 - 14 999,Excellent,Oui,Importée neuve,2020,5,Malabata,Audi S6 COMPETITION,850 000 DH,12 CV,Automatique,Diesel
538,"Voitures d'occasion, à vendre",Classe CLA,Mercedes-Benz,190 000 - 199 999,6,Oui,Dédouanée,2016,5,Souani,MERCEDES CLA 220 d SHOOTING BREAK DOUANE2018 FULL,249 000 DH,9 CV,Automatique,Diesel
539,"Voitures d'occasion, à vendre",X4,BMW,95 000 - 99 999,Très bon,Non,WW au Maroc,2016,5,Maarif,BMW X4 pack M 2.0d xdrive 2016,Prix non spécifié,8 CV,Automatique,Diesel
540,"Voitures d'occasion, à vendre",500,Fiat,15 000 - 19 999,Excellent,,WW au Maroc,2021,3,Centre Ville,Fiat 500,153 000 DH,5 CV,Automatique,Essence
541,"Voitures d'occasion, à vendre",Serie 1,BMW,90 000 - 94 999,Très bon,Non,,2006,5,,bmw serie 1,70 000 DH,11 CV,Manuelle,Essence
542,"Voitures d'occasion, à vendre",range_rover_evoque_cabriolet,Land Rover,120 000 - 129 999,Très bon,Non,WW au Maroc,2020,5,Beauséjour,Range Rover Evoque Cabriolet,Prix non spécifié,9 CV,Automatique,Diesel
543,"Voitures d'occasion, à vendre",Touareg,Volkswagen,20 000 - 24 999,Excellent,,WW au Maroc,2022,5,Aïn Chock,Volkswagen Touareg,Prix non spécifié,12 CV,Automatique,Diesel
544,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,20 000 - 24 999,Très bon,,WW au Maroc,2011,5,Aïn Chock,Volkswagen ,155 000 DH,8 CV,Automatique,Diesel
545,"Voitures d'occasion, à vendre",Accent,Hyundai,90 000 - 94 999,Excellent,Oui,WW au Maroc,2014,5,2 Mars,Hyundai accent diesel 2014,115 000 DH,6 CV,Manuelle,Diesel
546,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,250 000 - 299 999,Excellent,Non,Importée neuve,2009,5,,Mercedes classe C 220 AVANG break 2009 dedé 2012,113 000 DH,9 CV,Automatique,Diesel
547,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,85 000 - 89 999,Très bon,,WW au Maroc,2018,5,Aïn Chock,Volkswagen Tiguan automatique ,249 000 DH,8 CV,Automatique,Diesel
548,"Voitures d'occasion, à vendre",Santa Fe,Hyundai,130 000 - 139 999,Excellent,Oui,WW au Maroc,2019,5,Plateau,Hyundai Santa Fe,Prix non spécifié,8 CV,Automatique,Diesel
549,"Voitures d'occasion, à vendre",Touran,Volkswagen,160 000 - 169 999,Excellent,Oui,Dédouanée,2017,5,Centre Ville,Volkswagen Touran Diesel ,Prix non spécifié,8 CV,Automatique,Diesel
550,"Voitures d'occasion, à vendre",Q5,Audi,190 000 - 199 999,Excellent,Oui,Dédouanée,2013,5,Centre Ville,Audi Q5. ,Prix non spécifié,8 CV,Automatique,Diesel
551,"Voitures d'occasion, à vendre",220,Mercedes-Benz,75 000 - 79 999,Excellent,Oui,Dédouanée,2017,5,Hay El Qods,Mercedes-Benz GLA 4 Matic,Prix non spécifié,9 CV,Automatique,Diesel
552,"Voitures d'occasion, à vendre",RSQ8,Audi,50 000 - 54 999,Très bon,Oui,Importée neuve,2020,5,,Audi RSQ8 importée neuve ,Prix non spécifié,23 CV,Automatique,Essence
553,"Voitures d'occasion, à vendre",220,Mercedes-Benz,100 000 - 109 999,6,Oui,Dédouanée,2019,5,Hay El Qods,Mercedes-Benz C220 Pack Amg,Prix non spécifié,9 CV,Automatique,Diesel
554,"Voitures d'occasion, à vendre",Caddy,Volkswagen,160 000 - 169 999,6,Oui,Dédouanée,2016,5,Centre Ville,Volkswagen Caddy Diesel ,Prix non spécifié,8 CV,Automatique,Diesel
555,"Voitures d'occasion, à vendre",GOLF 7,Volkswagen,100 000 - 109 999,Très bon,Oui,Dédouanée,2017,5,Hay El Qods,Volkswagen golf7 Diesel 2017,Prix non spécifié,8 CV,Automatique,Diesel
556,"Voitures d'occasion, à vendre",sandero_stepway,Dacia,70 000 - 74 999,Très bon,,,2018,5,,Stepway diesel ,Prix non spécifié,6 CV,Manuelle,Diesel
557,"Voitures d'occasion, à vendre",Q3,Audi,110 000 - 119 999,Excellent,Non,Dédouanée,2019,5,Hay El Qods,Audi Q3 S-Line,Prix non spécifié,8 CV,Automatique,Diesel
558,"Voitures d'occasion, à vendre",A5,Audi,200 000 - 249 999,Bon,Non,Dédouanée,2008,3,,Audi A5,60 000 DH,18 CV,Automatique,Essence
559,"Voitures d'occasion, à vendre",Autres,Autres,30 000 - 34 999,6,Oui,Dédouanée,2019,3,Hay El Qods,Smart 2019 ,Prix non spécifié,6 CV,Automatique,Essence
560,"Voitures d'occasion, à vendre",C5,Citroen,140 000 - 149 999,Très bon,,WW au Maroc,2011,5,Zone Industrielle Sidi Ghanem,Citroen C5,75 000 DH,8 CV,Manuelle,Diesel
561,"Voitures d'occasion, à vendre",X3,BMW,150 000 - 159 999,Très bon,Non,WW au Maroc,2007,5,Ben M'sick,BMW X3,64 000 DH,11 CV,Manuelle,Essence
562,"Voitures d'occasion, à vendre",Accord,Honda,200 000 - 249 999,Excellent,,WW au Maroc,2005,5,Sidi Bernoussi,Honda Accord Boss VII 2005 Diesel,70 000 DH,9 CV,Manuelle,Diesel
563,"Voitures d'occasion, à vendre",Dokker,Dacia,120 000 - 129 999,Excellent,Oui,WW au Maroc,2019,5,,DACIA DOKKER CAMIONETTE ISOTHERME EN POLYESTER,102 000 DH,6 CV,Manuelle,Diesel
564,"Voitures d'occasion, à vendre",306,Peugeot,180 000 - 189 999,Très bon,Non,WW au Maroc,2001,5,,بيجو306 فيها كليمة,48 000 DH,6 CV,Manuelle,Diesel
565,"Voitures d'occasion, à vendre",Dokker,Dacia,100 000 - 109 999,Excellent,Non,WW au Maroc,2021,5,Toute la ville,DACIA DOCKER ,130 000 DH,7 CV,Manuelle,Diesel
566,"Voitures d'occasion, à vendre",STAVIC,Ssangyong,130 000 - 139 999,Très bon,Non,WW au Maroc,2016,5,Oulfa,Ssang Yong Stavic 2016,79 000 DH,8 CV,Manuelle,Diesel
567,"Voitures d'occasion, à vendre",Duster,Dacia,170 000 - 179 999,Très bon,Non,,2011,5,,DACIA DUSTER DIESEL,89 000 DH,6 CV,Manuelle,Diesel
568,"Voitures d'occasion, à vendre",Fiesta,Ford,90 000 - 94 999,Correct,Oui,WW au Maroc,2019,5,,Ford fiesta trend,125 000 DH,6 CV,Manuelle,Diesel
569,"Voitures d'occasion, à vendre",Polo,Volkswagen,150 000 - 159 999,Très bon,Non,WW au Maroc,2007,5,,Polo essence,Prix non spécifié,7 CV,Manuelle,Essence
570,"Voitures d'occasion, à vendre",Corsa,Opel,55 000 - 59 999,Très bon,,WW au Maroc,2010,5,,Opel Corsa (56 000 Km),73 000 DH,7 CV,Manuelle,Essence
571,"Voitures d'occasion, à vendre",C15,Citroen,200 000 - 249 999,,,,1991,,,Citroen C15,23 000 DH,7 CV,,Diesel
572,"Voitures d'occasion, à vendre",Classe S,Mercedes-Benz,120 000 - 129 999,Excellent,Oui,Importée neuve,2013,5,,S 350 d BLUETEC - IMPORTÉ NEUF ,Prix non spécifié,12 CV,Automatique,Diesel
